n	d	dxn	grid_acc	model_size	level
5	3	15	0.1925925925925926	72	1
6	3	18	0.1666666666666666	72	1
7	3	21	0.0793650793650793	72	1
2	4	8	0.5535714285714286	72	1
3	4	12	0.3981481481481481	72	1
4	4	16	0.2375	72	1
5	4	20	0.2055555555555555	72	1
6	4	24	0.1157407407407407	72	1
7	4	28	0.125	72	1
2	5	10	0.5555555555555556	72	1
3	5	15	0.4	72	1
4	5	20	0.26	72	1
5	5	25	0.2239999999999999	72	1
6	5	30	0.2238095238095238	72	1
7	5	35	0.1142857142857142	72	1
2	6	12	0.4833333333333333	72	1
3	6	18	0.4305555555555556	72	1
4	6	24	0.1898148148148148	72	1
5	6	30	0.1714285714285714	72	1
6	6	36	0.1770833333333333	72	1
7	6	42	0.1322751322751322	72	1
2	7	14	0.4428571428571429	72	1
3	7	21	0.3862433862433862	72	1
4	7	28	0.2857142857142857	72	1
5	7	35	0.1964285714285714	72	1
6	7	42	0.175595238095238	72	1
7	7	49	0.1428571428571428	72	1
2	1	2		72	2
3	1	3	0.4666666666666666	72	2
4	1	4	0.4375	72	2
5	1	5	0.35	72	2
6	1	6	0.2291666666666666	72	2
7	1	7	0.0793650793650793	72	2
2	2	4		72	2
3	2	6	0.3	72	2
4	2	8	0.3625	72	2
5	2	10	0.2777777777777778	72	2
6	2	12	0.1354166666666666	72	2
7	2	14	0.2214285714285714	72	2
2	3	6		72	2
3	3	9	0.3580246913580247	72	2
4	3	12	0.2037037037037037	72	2
5	3	15	0.15	72	2
6	3	18	0.1666666666666666	72	2
7	3	21	0.1571428571428571	72	2
2	4	8		72	2
3	4	12	0.324074074074074	72	2
4	4	16	0.2625	72	2
5	4	20	0.135	72	2
6	4	24	0.1999999999999999	72	2
7	4	28	0.1726190476190476	72	2
2	5	10		72	2
3	5	15	0.3333333333333333	72	2
4	5	20	0.285	72	2
5	5	25	0.1822222222222222	72	2
6	5	30	0.1566666666666666	72	2
7	5	35	0.1285714285714285	72	2
2	6	12		72	2
3	6	18	0.2611111111111111	72	2
4	6	24	0.2875	72	2
5	6	30	0.18	72	2
6	6	36	0.1777777777777777	72	2
7	6	42	0.125	72	2
2	7	14		72	2
3	7	21	0.3714285714285714	72	2
4	7	28	0.2321428571428571	72	2
5	7	35	0.1555555555555555	72	2
6	7	42	0.1785714285714285	72	2
7	7	49	0.1383219954648526	72	2
2	1	2	0.375	72	3
3	1	3	0.3703703703703704	72	3
4	1	4	0.0833333333333333	72	3
5	1	5	0.3555555555555555	72	3
6	1	6	0.2777777777777778	72	3
7	1	7	0.2063492063492063	72	3
2	2	4	0.6	72	3
3	2	6	0.5555555555555556	72	3
4	2	8	0.325	72	3
5	2	10	0.1111111111111111	72	3
6	2	12	0.1416666666666666	72	3
7	2	14	0.0714285714285714	72	3
2	3	6	0.3888888888888889	72	3
3	3	9	0.4444444444444444	72	3
4	3	12	0.25	72	3
5	3	15	0.28	72	3
6	3	18	0.2083333333333333	72	3
7	3	21	0.0408163265306122	72	3
2	4	8	0.575	72	3
3	4	12	0.2592592592592592	72	3
4	4	16	0.2083333333333333	72	3
5	4	20	0.1888888888888888	72	3
6	4	24	0.1458333333333333	72	3
7	4	28	0.1428571428571428	72	3
2	5	10	0.43	72	3
3	5	15	0.2962962962962963	72	3
4	5	20	0.185	72	3
5	5	25	0.1688888888888889	72	3
6	5	30	0.2133333333333333	72	3
7	5	35	0.1428571428571428	72	3
2	6	12	0.5416666666666666	72	3
3	6	18	0.3	72	3
4	6	24	0.2083333333333333	72	3
5	6	30	0.1809523809523809	72	3
6	6	36	0.1180555555555555	72	3
7	6	42	0.1243386243386243	72	3
2	7	14	0.5317460317460317	72	3
3	7	21	0.3809523809523809	72	3
4	7	28	0.2380952380952381	72	3
5	7	35	0.15	72	3
6	7	42	0.1632653061224489	72	3
7	7	49	0.1918367346938775	72	3
2	1	2	0.65	72	4
3	1	3	0.3	72	4
4	1	4	0.25	72	4
5	1	5	0.2	72	4
6	1	6	0.2083333333333333	72	4
7	1	7	0.2857142857142857	72	4
2	2	4	0.625	72	4
3	2	6	0.3666666666666667	72	4
4	2	8	0.2916666666666667	72	4
5	2	10	0.1888888888888888	72	4
6	2	12	0.1851851851851852	72	4
7	2	14	0.2053571428571428	72	4
2	3	6	0.4833333333333333	72	4
3	3	9	0.4444444444444444	72	4
4	3	12	0.2685185185185185	72	4
5	3	15	0.2814814814814815	72	4
6	3	18	0.1666666666666666	72	4
7	3	21	0.119047619047619	72	4
2	4	8	0.55	72	4
3	4	12	0.375	72	4
4	4	16	0.2222222222222222	72	4
5	4	20	0.16	72	4
6	4	24	0.1435185185185185	72	4
7	4	28	0.1071428571428571	72	4
2	5	10	0.36	72	4
3	5	15	0.2	72	4
4	5	20	0.315	72	4
5	5	25	0.188	72	4
6	5	30	0.1625	72	4
7	5	35	0.1476190476190476	72	4
2	6	12	0.5916666666666667	72	4
3	6	18	0.2555555555555555	72	4
4	6	24	0.2592592592592592	72	4
5	6	30	0.2333333333333333	72	4
6	6	36	0.1450617283950617	72	4
7	6	42	0.1719576719576719	72	4
2	7	14	0.4857142857142857	72	4
3	7	21	0.419047619047619	72	4
4	7	28	0.2261904761904762	72	4
5	7	35	0.2392857142857143	72	4
6	7	42	0.1523809523809524	72	4
7	7	49	0.1122448979591836	72	4
2	1	2	0.5	72	5
3	1	3	0.1999999999999999	72	5
4	1	4	0.475	72	5
5	1	5	0.2799999999999999	72	5
6	1	6	0.2166666666666666	72	5
7	1	7	0.0892857142857142	72	5
2	2	4	0.625	72	5
3	2	6	0.2166666666666666	72	5
4	2	8	0.2361111111111111	72	5
5	2	10	0.2	72	5
6	2	12	0.1574074074074074	72	5
7	2	14	0.1071428571428571	72	5
2	3	6	0.7000000000000001	72	5
3	3	9	0.2777777777777778	72	5
4	3	12	0.2916666666666667	72	5
5	3	15	0.2133333333333333	72	5
6	3	18	0.1722222222222222	72	5
7	3	21	0.1428571428571428	72	5
2	4	8	0.625	72	5
3	4	12	0.3611111111111111	72	5
4	4	16	0.2083333333333333	72	5
5	4	20	0.1444444444444444	72	5
6	4	24	0.1964285714285714	72	5
7	4	28	0.1357142857142857	72	5
2	5	10	0.425	72	5
3	5	15	0.3133333333333333	72	5
4	5	20	0.26	72	5
5	5	25	0.216	72	5
6	5	30	0.125	72	5
7	5	35	0.1714285714285714	72	5
2	6	12	0.5	72	5
3	6	18	0.35	72	5
4	6	24	0.21875	72	5
5	6	30	0.2	72	5
6	6	36	0.1888888888888888	72	5
7	6	42	0.1746031746031746	72	5
2	7	14	0.5071428571428571	72	5
3	7	21	0.3492063492063492	72	5
4	7	28	0.2107142857142857	72	5
5	7	35	0.1873015873015873	72	5
6	7	42	0.173469387755102	72	5
7	7	49	0.0952380952380952	72	5
2	1	2		72	6
3	1	3		72	6
4	1	4		72	6
5	1	5		72	6
6	1	6		72	6
7	1	7		72	6
2	2	4	0.5	72	6
3	2	6	0.2833333333333333	72	6
4	2	8	0.2222222222222222	72	6
5	2	10	0.25	72	6
6	2	12	0.1333333333333333	72	6
7	2	14	0.1428571428571428	72	6
2	3	6	0.7407407407407408	72	6
3	3	9	0.4	72	6
4	3	12	0.1666666666666666	72	6
5	3	15	0.1777777777777777	72	6
6	3	18	0.1777777777777777	72	6
7	3	21	0.1666666666666666	72	6
2	4	8	0.5625	72	6
3	4	12	0.3571428571428571	72	6
4	4	16	0.25	72	6
5	4	20	0.265	72	6
6	4	24	0.1833333333333333	72	6
7	4	28	0.1683673469387755	72	6
2	5	10	0.4111111111111111	72	6
3	5	15	0.32	72	6
4	5	20	0.255	72	6
5	5	25	0.2266666666666666	72	6
6	5	30	0.1533333333333333	72	6
7	5	35	0.1346938775510204	72	6
2	6	12	0.5166666666666667	72	6
3	6	18	0.3555555555555555	72	6
4	6	24	0.1916666666666666	72	6
5	6	30	0.1933333333333333	72	6
6	6	36	0.1759259259259259	72	6
7	6	42	0.1258503401360544	72	6
2	7	14	0.4785714285714286	72	6
3	7	21	0.3666666666666667	72	6
4	7	28	0.2285714285714286	72	6
5	7	35	0.1828571428571428	72	6
6	7	42	0.1428571428571428	72	6
7	7	49	0.1292517006802721	72	6
2	1	2		72	7
3	1	3	0.4761904761904762	72	7
4	1	4	0.1944444444444444	72	7
5	1	5	0.22	72	7
6	1	6	0.25	72	7
7	1	7	0.1836734693877551	72	7
2	2	4		72	7
3	2	6	0.2833333333333333	72	7
4	2	8	0.2125	72	7
5	2	10	0.18	72	7
6	2	12	0.175	72	7
7	2	14	0.1160714285714285	72	7
2	3	6		72	7
3	3	9	0.3111111111111111	72	7
4	3	12	0.3416666666666666	72	7
5	3	15	0.1777777777777777	72	7
6	3	18	0.1604938271604938	72	7
7	3	21	0.1534391534391534	72	7
2	4	8		72	7
3	4	12	0.3611111111111111	72	7
4	4	16	0.25	72	7
5	4	20	0.2	72	7
6	4	24	0.074074074074074	72	7
7	4	28	0.1428571428571428	72	7
2	5	10		72	7
3	5	15	0.2933333333333333	72	7
4	5	20	0.2799999999999999	72	7
5	5	25	0.208	72	7
6	5	30	0.1814814814814815	72	7
7	5	35	0.0714285714285714	72	7
2	6	12		72	7
3	6	18	0.3222222222222222	72	7
4	6	24	0.3194444444444445	72	7
5	6	30	0.2074074074074074	72	7
6	6	36	0.1583333333333333	72	7
7	6	42	0.1530612244897959	72	7
2	7	14		72	7
3	7	21	0.3571428571428571	72	7
4	7	28	0.2301587301587301	72	7
5	7	35	0.1682539682539682	72	7
6	7	42	0.1428571428571428	72	7
7	7	49	0.0857142857142857	72	7
2	1	2	0.6	72	8
3	1	3	0.5666666666666667	72	8
4	1	4	0.0	72	8
5	1	5	0.225	72	8
6	1	6	0.074074074074074	72	8
7	1	7	0.0571428571428571	72	8
2	2	4	0.5555555555555556	72	8
3	2	6	0.4259259259259259	72	8
4	2	8	0.2222222222222222	72	8
5	2	10	0.2555555555555555	72	8
6	2	12	0.1296296296296296	72	8
7	2	14	0.1785714285714285	72	8
2	3	6	0.5185185185185185	72	8
3	3	9	0.3333333333333333	72	8
4	3	12	0.2416666666666666	72	8
5	3	15	0.2148148148148148	72	8
6	3	18	0.1358024691358025	72	8
7	3	21	0.1	72	8
2	4	8	0.625	72	8
3	4	12	0.3999999999999999	72	8
4	4	16	0.25625	72	8
5	4	20	0.1714285714285714	72	8
6	4	24	0.1979166666666666	72	8
7	4	28	0.1726190476190476	72	8
2	5	10	0.45	72	8
3	5	15	0.3066666666666666	72	8
4	5	20	0.3714285714285714	72	8
5	5	25	0.192	72	8
6	5	30	0.1259259259259259	72	8
7	5	35	0.1357142857142857	72	8
2	6	12	0.5	72	8
3	6	18	0.4135802469135802	72	8
4	6	24	0.1488095238095238	72	8
5	6	30	0.2166666666666666	72	8
6	6	36	0.1587301587301587	72	8
7	6	42	0.1870748299319727	72	8
2	7	14	0.5476190476190477	72	8
3	7	21	0.3174603174603175	72	8
4	7	28	0.2366071428571428	72	8
5	7	35	0.2204081632653061	72	8
6	7	42	0.181547619047619	72	8
7	7	49	0.2040816326530612	72	8
2	1	2		72	9
3	1	3		72	9
4	1	4		72	9
5	1	5		72	9
6	1	6		72	9
7	1	7		72	9
2	2	4	0.5555555555555556	72	9
3	2	6	0.2962962962962963	72	9
4	2	8	0.375	72	9
5	2	10	0.2444444444444444	72	9
6	2	12	0.1309523809523809	72	9
7	2	14	0.0793650793650793	72	9
2	3	6	0.5370370370370371	72	9
3	3	9	0.3777777777777777	72	9
4	3	12	0.2166666666666666	72	9
5	3	15	0.16	72	9
6	3	18	0.1049382716049382	72	9
7	3	21	0.125	72	9
2	4	8	0.65625	72	9
3	4	12	0.325	72	9
4	4	16	0.1805555555555555	72	9
5	4	20	0.2166666666666666	72	9
6	4	24	0.1833333333333333	72	9
7	4	28	0.1294642857142857	72	9
2	5	10	0.3444444444444444	72	9
3	5	15	0.3259259259259259	72	9
4	5	20	0.31	72	9
5	5	25	0.184	72	9
6	5	30	0.12	72	9
7	5	35	0.0785714285714285	72	9
2	6	12	0.6041666666666666	72	9
3	6	18	0.3611111111111111	72	9
4	6	24	0.2175925925925926	72	9
5	6	30	0.1791666666666666	72	9
6	6	36	0.119047619047619	72	9
7	6	42	0.1309523809523809	72	9
2	7	14	0.4928571428571429	72	9
3	7	21	0.4	72	9
4	7	28	0.2346938775510204	72	9
5	7	35	0.175	72	9
6	7	42	0.1326530612244897	72	9
7	7	49	0.1836734693877551	72	9
2	1	2		72	10
3	1	3		72	10
4	1	4		72	10
5	1	5		72	10
6	1	6		72	10
7	1	7		72	10
2	2	4		72	10
3	2	6		72	10
4	2	8		72	10
5	2	10		72	10
6	2	12		72	10
7	2	14		72	10
2	3	6		72	10
3	3	9	0.3111111111111111	72	10
4	3	12	0.25	72	10
5	3	15	0.1066666666666666	72	10
6	3	18	0.1888888888888888	72	10
7	3	21	0.1156462585034013	72	10
2	4	8		72	10
3	4	12	0.324074074074074	72	10
4	4	16	0.225	72	10
5	4	20	0.15	72	10
6	4	24	0.1666666666666666	72	10
7	4	28	0.1275510204081632	72	10
2	5	10		72	10
3	5	15	0.3733333333333333	72	10
4	5	20	0.2444444444444444	72	10
5	5	25	0.2222222222222222	72	10
6	5	30	0.14	72	10
7	5	35	0.1755102040816326	72	10
2	6	12		72	10
3	6	18	0.3666666666666666	72	10
4	6	24	0.1851851851851852	72	10
5	6	30	0.125	72	10
6	6	36	0.1458333333333333	72	10
7	6	42	0.0793650793650793	72	10
2	7	14		72	10
3	7	21	0.3142857142857143	72	10
4	7	28	0.2295918367346938	72	10
5	7	35	0.1428571428571428	72	10
6	7	42	0.0863095238095238	72	10
7	7	49	0.1428571428571428	72	10
2	1	2		72	11
3	1	3		72	11
4	1	4		72	11
5	1	5		72	11
6	1	6		72	11
7	1	7		72	11
2	2	4		72	11
3	2	6		72	11
4	2	8		72	11
5	2	10		72	11
6	2	12		72	11
7	2	14		72	11
2	3	6		72	11
3	3	9	0.3086419753086419	72	11
4	3	12	0.2666666666666666	72	11
5	3	15	0.16	72	11
6	3	18	0.1975308641975308	72	11
7	3	21	0.1428571428571428	72	11
2	4	8		72	11
3	4	12	0.3	72	11
4	4	16	0.2375	72	11
5	4	20	0.18125	72	11
6	4	24	0.0925925925925926	72	11
7	4	28	0.1285714285714286	72	11
2	5	10		72	11
3	5	15	0.3666666666666666	72	11
4	5	20	0.2125	72	11
5	5	25	0.145	72	11
6	5	30	0.1666666666666666	72	11
7	5	35	0.1357142857142857	72	11
2	6	12		72	11
3	6	18	0.271604938271605	72	11
4	6	24	0.2037037037037037	72	11
5	6	30	0.1833333333333333	72	11
6	6	36	0.1481481481481481	72	11
7	6	42	0.1309523809523809	72	11
2	7	14		72	11
3	7	21	0.4074074074074074	72	11
4	7	28	0.2723214285714285	72	11
5	7	35	0.1761904761904762	72	11
6	7	42	0.1865079365079365	72	11
7	7	49	0.1632653061224489	72	11
2	1	2		72	12
3	1	3		72	12
4	1	4		72	12
5	1	5		72	12
6	1	6		72	12
7	1	7		72	12
2	2	4		72	12
3	2	6		72	12
4	2	8		72	12
5	2	10		72	12
6	2	12		72	12
7	2	14		72	12
2	3	6		72	12
3	3	9	0.2777777777777778	72	12
4	3	12	0.1916666666666666	72	12
5	3	15	0.15	72	12
6	3	18	0.1597222222222222	72	12
7	3	21	0.125	72	12
2	4	8		72	12
3	4	12	0.2749999999999999	72	12
4	4	16	0.2291666666666666	72	12
5	4	20	0.18	72	12
6	4	24	0.125	72	12
7	4	28	0.0714285714285714	72	12
2	5	10		72	12
3	5	15	0.3066666666666666	72	12
4	5	20	0.1714285714285714	72	12
5	5	25	0.1866666666666666	72	12
6	5	30	0.1277777777777778	72	12
7	5	35	0.1942857142857142	72	12
2	6	12		72	12
3	6	18	0.3777777777777777	72	12
4	6	24	0.2592592592592592	72	12
5	6	30	0.2222222222222222	72	12
6	6	36	0.1746031746031746	72	12
7	6	42	0.0714285714285714	72	12
2	7	14		72	12
3	7	21	0.3862433862433862	72	12
4	7	28	0.2232142857142857	72	12
5	7	35	0.1892857142857142	72	12
6	7	42	0.0	72	12
7	7	49	0.0	72	12
